# NWS county table for the weather alert picker. Generated by cmd/wxzoneseed.
# SAME|UGC|Name|State|WFO   see internal/wxzones/seed/README.md
# Captured 2026-08-23 from https://api.weather.gov/zones?type=county
048459|TXC459|Upshur|TX|SHV
048461|TXC461|Upton|TX|MAF
048463|TXC463|Uvalde|TX|EWX
048465|TXC465|Val Verde|TX|EWX
048467|TXC467|Van Zandt|TX|FWD
048469|TXC469|Victoria|TX|CRP
048471|TXC471|Walker|TX|HGX
048473|TXC473|Waller|TX|HGX
048475|TXC475|Ward|TX|MAF
048477|TXC477|Washington|TX|HGX
048479|TXC479|Webb|TX|CRP
048481|TXC481|Wharton|TX|HGX
048483|TXC483|Wheeler|TX|AMA
048485|TXC485|Wichita|TX|OUN
048487|TXC487|Wilbarger|TX|OUN
048489|TXC489|Willacy|TX|BRO
048491|TXC491|Williamson|TX|EWX
048493|TXC493|Wilson|TX|EWX
048495|TXC495|Winkler|TX|MAF
048497|TXC497|Wise|TX|FWD
048499|TXC499|Wood|TX|SHV
048501|TXC501|Yoakum|TX|LUB
048503|TXC503|Young|TX|FWD
048505|TXC505|Zapata|TX|BRO
048507|TXC507|Zavala|TX|EWX
049001|UTC001|Beaver|UT|SLC
049003|UTC003|Box Elder|UT|SLC
049005|UTC005|Cache|UT|SLC
049007|UTC007|Carbon|UT|SLC
049009|UTC009|Daggett|UT|GJT
049011|UTC011|Davis|UT|SLC
049013|UTC013|Duchesne|UT|SLC
049015|UTC015|Emery|UT|SLC
049017|UTC017|Garfield|UT|SLC
049019|UTC019|Grand|UT|GJT
049021|UTC021|Iron|UT|SLC
049023|UTC023|Juab|UT|SLC
049025|UTC025|Kane|UT|SLC
049027|UTC027|Millard|UT|SLC
049029|UTC029|Morgan|UT|SLC
049031|UTC031|Piute|UT|SLC
049033|UTC033|Rich|UT|SLC
049035|UTC035|Salt Lake|UT|SLC
049037|UTC037|San Juan|UT|GJT
049039|UTC039|Sanpete|UT|SLC
049041|UTC041|Sevier|UT|SLC
049043|UTC043|Summit|UT|SLC
049045|UTC045|Tooele|UT|SLC
049047|UTC047|Uintah|UT|GJT
049049|UTC049|Utah|UT|SLC
049051|UTC051|Wasatch|UT|SLC
049053|UTC053|Washington|UT|SLC
049055|UTC055|Wayne|UT|SLC
049057|UTC057|Weber|UT|SLC
050001|VTC001|Addison|VT|BTV
050003|VTC003|Bennington|VT|ALY
050005|VTC005|Caledonia|VT|BTV
050007|VTC007|Chittenden|VT|BTV
050009|VTC009|Essex|VT|BTV
050011|VTC011|Franklin|VT|BTV
050013|VTC013|Grand Isle|VT|BTV
050015|VTC015|Lamoille|VT|BTV
050017|VTC017|Orange|VT|BTV
050019|VTC019|Orleans|VT|BTV
050021|VTC021|Rutland|VT|BTV
050023|VTC023|Washington|VT|BTV
050025|VTC025|Windham|VT|ALY
050027|VTC027|Windsor|VT|BTV
051001|VAC001|Accomack|VA|AKQ
051003|VAC003|Albemarle|VA|LWX
051005|VAC005|Alleghany|VA|RNK
051007|VAC007|Amelia|VA|AKQ
051009|VAC009|Amherst|VA|RNK
051011|VAC011|Appomattox|VA|RNK
051013|VAC013|Arlington|VA|LWX
051015|VAC015|Augusta|VA|LWX
051017|VAC017|Bath|VA|RNK
051019|VAC019|Bedford|VA|RNK
051021|VAC021|Bland|VA|RNK
051023|VAC023|Botetourt|VA|RNK
051025|VAC025|Brunswick|VA|AKQ
051027|VAC027|Buchanan|VA|RLX
051029|VAC029|Buckingham|VA|RNK
051031|VAC031|Campbell|VA|RNK
051033|VAC033|Caroline|VA|AKQ
051035|VAC035|Carroll|VA|RNK
051036|VAC036|Charles City|VA|AKQ
051037|VAC037|Charlotte|VA|RNK
051041|VAC041|Chesterfield|VA|AKQ
051043|VAC043|Clarke|VA|LWX
051045|VAC045|Craig|VA|RNK
051047|VAC047|Culpeper|VA|LWX
051049|VAC049|Cumberland|VA|AKQ
051051|VAC051|Dickenson|VA|RLX
051053|VAC053|Dinwiddie|VA|AKQ
051057|VAC057|Essex|VA|AKQ
051059|VAC059|Fairfax|VA|LWX
051061|VAC061|Fauquier|VA|LWX
051063|VAC063|Floyd|VA|RNK
051065|VAC065|Fluvanna|VA|AKQ
051067|VAC067|Franklin|VA|RNK
051069|VAC069|Frederick|VA|LWX
051071|VAC071|Giles|VA|RNK
051073|VAC073|Gloucester|VA|AKQ
051075|VAC075|Goochland|VA|AKQ
051077|VAC077|Grayson|VA|RNK
051079|VAC079|Greene|VA|LWX
051081|VAC081|Greensville|VA|AKQ
051083|VAC083|Halifax|VA|RNK
051085|VAC085|Hanover|VA|AKQ
051087|VAC087|Henrico|VA|AKQ
051089|VAC089|Henry|VA|RNK
051091|VAC091|Highland|VA|LWX
051093|VAC093|Isle of Wight|VA|AKQ
051095|VAC095|James City|VA|AKQ
051097|VAC097|King and Queen|VA|AKQ
051099|VAC099|King George|VA|LWX
051101|VAC101|King William|VA|AKQ
051103|VAC103|Lancaster|VA|AKQ
051105|VAC105|Lee|VA|MRX
051107|VAC107|Loudoun|VA|LWX
051109|VAC109|Louisa|VA|AKQ
051111|VAC111|Lunenburg|VA|AKQ
051113|VAC113|Madison|VA|LWX
051115|VAC115|Mathews|VA|AKQ
051117|VAC117|Mecklenburg|VA|AKQ
051119|VAC119|Middlesex|VA|AKQ
051121|VAC121|Montgomery|VA|RNK
051125|VAC125|Nelson|VA|LWX
051127|VAC127|New Kent|VA|AKQ
051131|VAC131|Northampton|VA|AKQ
051133|VAC133|Northumberland|VA|AKQ
051135|VAC135|Nottoway|VA|AKQ
051137|VAC137|Orange|VA|LWX
051139|VAC139|Page|VA|LWX
051141|VAC141|Patrick|VA|RNK
051143|VAC143|Pittsylvania|VA|RNK
051145|VAC145|Powhatan|VA|AKQ
051147|VAC147|Prince Edward|VA|AKQ
051149|VAC149|Prince George|VA|AKQ
051153|VAC153|Prince William|VA|LWX
051155|VAC155|Pulaski|VA|RNK
051157|VAC157|Rappahannock|VA|LWX
051159|VAC159|Richmond|VA|AKQ
051161|VAC161|Roanoke|VA|RNK
051163|VAC163|Rockbridge|VA|RNK
051165|VAC165|Rockingham|VA|LWX
051167|VAC167|Russell|VA|MRX
051169|VAC169|Scott|VA|MRX
051171|VAC171|Shenandoah|VA|LWX
051173|VAC173|Smyth|VA|RNK
051175|VAC175|Southampton|VA|AKQ
051177|VAC177|Spotsylvania|VA|LWX
051179|VAC179|Stafford|VA|LWX
051181|VAC181|Surry|VA|AKQ
051183|VAC183|Sussex|VA|AKQ
051185|VAC185|Tazewell|VA|RNK
051187|VAC187|Warren|VA|LWX
051191|VAC191|Washington|VA|MRX
051193|VAC193|Westmoreland|VA|AKQ
051195|VAC195|Wise|VA|MRX
051197|VAC197|Wythe|VA|RNK
051199|VAC199|York|VA|AKQ
051510|VAC510|City of Alexandria|VA|LWX
051520|VAC520|City of Bristol|VA|MRX
051530|VAC530|City of Buena Vista|VA|RNK
051540|VAC540|City of Charlottesville|VA|LWX
051550|VAC550|City of Chesapeake|VA|AKQ
051570|VAC570|City of Colonial Heights|VA|AKQ
051580|VAC580|City of Covington|VA|RNK
051590|VAC590|City of Danville|VA|RNK
051595|VAC595|City of Emporia|VA|AKQ
051600|VAC600|City of Fairfax|VA|LWX
051610|VAC610|City of Falls Church|VA|LWX
051620|VAC620|City of Franklin|VA|AKQ
051630|VAC630|City of Fredericksburg|VA|LWX
051640|VAC640|City of Galax|VA|RNK
051650|VAC650|City of Hampton|VA|AKQ
051660|VAC660|City of Harrisonburg|VA|LWX
051670|VAC670|City of Hopewell|VA|AKQ
051678|VAC678|City of Lexington|VA|RNK
051680|VAC680|City of Lynchburg|VA|RNK
051683|VAC683|City of Manassas|VA|LWX
051685|VAC685|City of Manassas Park|VA|LWX
051690|VAC690|City of Martinsville|VA|RNK
051700|VAC700|City of Newport News|VA|AKQ
051710|VAC710|City of Norfolk|VA|AKQ
051720|VAC720|City of Norton|VA|MRX
051730|VAC730|City of Petersburg|VA|AKQ
051735|VAC735|City of Poquoson|VA|AKQ
051740|VAC740|City of Portsmouth|VA|AKQ
051750|VAC750|City of Radford|VA|RNK
051760|VAC760|City of Richmond|VA|AKQ
051770|VAC770|City of Roanoke|VA|RNK
051775|VAC775|City of Salem|VA|RNK
051790|VAC790|City of Staunton|VA|LWX
051800|VAC800|City of Suffolk|VA|AKQ
051810|VAC810|City of Virginia Beach|VA|AKQ
051820|VAC820|City of Waynesboro|VA|LWX
051830|VAC830|City of Williamsburg|VA|AKQ
051840|VAC840|City of Winchester|VA|LWX
053001|WAC001|Adams|WA|OTX
053003|WAC003|Asotin|WA|OTX
053005|WAC005|Benton|WA|PDT
053007|WAC007|Chelan|WA|OTX
053009|WAC009|Clallam|WA|SEW
053011|WAC011|Clark|WA|PQR
053013|WAC013|Columbia|WA|PDT
053015|WAC015|Cowlitz|WA|PQR
053017|WAC017|Douglas|WA|OTX
053019|WAC019|Ferry|WA|OTX
053021|WAC021|Franklin|WA|PDT
053023|WAC023|Garfield|WA|OTX
053025|WAC025|Grant|WA|OTX
053027|WAC027|Grays Harbor|WA|SEW
053029|WAC029|Island|WA|SEW
053031|WAC031|Jefferson|WA|SEW
053033|WAC033|King|WA|SEW
053035|WAC035|Kitsap|WA|SEW
053037|WAC037|Kittitas|WA|PDT
053039|WAC039|Klickitat|WA|PDT
053041|WAC041|Lewis|WA|SEW
053043|WAC043|Lincoln|WA|OTX
053045|WAC045|Mason|WA|SEW
053047|WAC047|Okanogan|WA|OTX
053049|WAC049|Pacific|WA|PQR
053051|WAC051|Pend Oreille|WA|OTX
053053|WAC053|Pierce|WA|SEW
053055|WAC055|San Juan|WA|SEW
053057|WAC057|Skagit|WA|SEW
053059|WAC059|Skamania|WA|PQR
053061|WAC061|Snohomish|WA|SEW
053063|WAC063|Spokane|WA|OTX
053065|WAC065|Stevens|WA|OTX
053067|WAC067|Thurston|WA|SEW
053069|WAC069|Wahkiakum|WA|PQR
053071|WAC071|Walla Walla|WA|PDT
053073|WAC073|Whatcom|WA|SEW
053075|WAC075|Whitman|WA|OTX
053077|WAC077|Yakima|WA|PDT
054001|WVC001|Barbour|WV|RLX
054003|WVC003|Berkeley|WV|LWX
054005|WVC005|Boone|WV|RLX
054007|WVC007|Braxton|WV|RLX
054009|WVC009|Brooke|WV|PBZ
054011|WVC011|Cabell|WV|RLX
054013|WVC013|Calhoun|WV|RLX
054015|WVC015|Clay|WV|RLX
054017|WVC017|Doddridge|WV|RLX
054019|WVC019|Fayette|WV|RLX
054021|WVC021|Gilmer|WV|RLX
054023|WVC023|Grant|WV|LWX
054025|WVC025|Greenbrier|WV|RNK
054027|WVC027|Hampshire|WV|LWX
054029|WVC029|Hancock|WV|PBZ
054031|WVC031|Hardy|WV|LWX
054033|WVC033|Harrison|WV|RLX
054035|WVC035|Jackson|WV|RLX
054037|WVC037|Jefferson|WV|LWX
054039|WVC039|Kanawha|WV|RLX
054041|WVC041|Lewis|WV|RLX
054043|WVC043|Lincoln|WV|RLX
054045|WVC045|Logan|WV|RLX
054047|WVC047|McDowell|WV|RLX
054049|WVC049|Marion|WV|PBZ
054051|WVC051|Marshall|WV|PBZ
054053|WVC053|Mason|WV|RLX
054055|WVC055|Mercer|WV|RNK
054057|WVC057|Mineral|WV|LWX
054059|WVC059|Mingo|WV|RLX
054061|WVC061|Monongalia|WV|PBZ
054063|WVC063|Monroe|WV|RNK
054065|WVC065|Morgan|WV|LWX
054067|WVC067|Nicholas|WV|RLX
054069|WVC069|Ohio|WV|PBZ
054071|WVC071|Pendleton|WV|LWX
054073|WVC073|Pleasants|WV|RLX
054075|WVC075|Pocahontas|WV|RLX
054077|WVC077|Preston|WV|PBZ
054079|WVC079|Putnam|WV|RLX
054081|WVC081|Raleigh|WV|RLX
054083|WVC083|Randolph|WV|RLX
054085|WVC085|Ritchie|WV|RLX
054087|WVC087|Roane|WV|RLX
054089|WVC089|Summers|WV|RNK
054091|WVC091|Taylor|WV|RLX
054093|WVC093|Tucker|WV|PBZ
054095|WVC095|Tyler|WV|RLX
054097|WVC097|Upshur|WV|RLX
054099|WVC099|Wayne|WV|RLX
054101|WVC101|Webster|WV|RLX
054103|WVC103|Wetzel|WV|PBZ
054105|WVC105|Wirt|WV|RLX
054107|WVC107|Wood|WV|RLX
054109|WVC109|Wyoming|WV|RLX
055001|WIC001|Adams|WI|ARX
055003|WIC003|Ashland|WI|DLH
055005|WIC005|Barron|WI|MPX
055007|WIC007|Bayfield|WI|DLH
055009|WIC009|Brown|WI|GRB
055011|WIC011|Buffalo|WI|ARX
055013|WIC013|Burnett|WI|DLH
055015|WIC015|Calumet|WI|GRB
055017|WIC017|Chippewa|WI|MPX
055019|WIC019|Clark|WI|ARX
055021|WIC021|Columbia|WI|MKX
055023|WIC023|Crawford|WI|ARX
055025|WIC025|Dane|WI|MKX
055027|WIC027|Dodge|WI|MKX
055029|WIC029|Door|WI|GRB
055031|WIC031|Douglas|WI|DLH
055033|WIC033|Dunn|WI|MPX
055035|WIC035|Eau Claire|WI|MPX
055037|WIC037|Florence|WI|GRB
055039|WIC039|Fond du Lac|WI|MKX
055041|WIC041|Forest|WI|GRB
055043|WIC043|Grant|WI|ARX
055045|WIC045|Green|WI|MKX
055047|WIC047|Green Lake|WI|MKX
055049|WIC049|Iowa|WI|MKX
055051|WIC051|Iron|WI|DLH
055053|WIC053|Jackson|WI|ARX
055055|WIC055|Jefferson|WI|MKX
055057|WIC057|Juneau|WI|ARX
055059|WIC059|Kenosha|WI|MKX
055061|WIC061|Kewaunee|WI|GRB
055063|WIC063|La Crosse|WI|ARX
055065|WIC065|Lafayette|WI|MKX
055067|WIC067|Langlade|WI|GRB
055069|WIC069|Lincoln|WI|GRB
055071|WIC071|Manitowoc|WI|GRB
055073|WIC073|Marathon|WI|GRB
055075|WIC075|Marinette|WI|GRB
055077|WIC077|Marquette|WI|MKX
055078|WIC078|Menominee|WI|GRB
055079|WIC079|Milwaukee|WI|MKX
055081|WIC081|Monroe|WI|ARX
055083|WIC083|Oconto|WI|GRB
055085|WIC085|Oneida|WI|GRB
055087|WIC087|Outagamie|WI|GRB
055089|WIC089|Ozaukee|WI|MKX
055091|WIC091|Pepin|WI|MPX
055093|WIC093|Pierce|WI|MPX
055095|WIC095|Polk|WI|MPX
055097|WIC097|Portage|WI|GRB
055099|WIC099|Price|WI|DLH
055101|WIC101|Racine|WI|MKX
055103|WIC103|Richland|WI|ARX
055105|WIC105|Rock|WI|MKX
055107|WIC107|Rusk|WI|MPX
055109|WIC109|St. Croix|WI|MPX
055111|WIC111|Sauk|WI|MKX
055113|WIC113|Sawyer|WI|DLH
055115|WIC115|Shawano|WI|GRB
055117|WIC117|Sheboygan|WI|MKX
055119|WIC119|Taylor|WI|ARX
055121|WIC121|Trempealeau|WI|ARX
055123|WIC123|Vernon|WI|ARX
055125|WIC125|Vilas|WI|GRB
055127|WIC127|Walworth|WI|MKX
055129|WIC129|Washburn|WI|DLH
055131|WIC131|Washington|WI|MKX
055133|WIC133|Waukesha|WI|MKX
055135|WIC135|Waupaca|WI|GRB
055137|WIC137|Waushara|WI|GRB
055139|WIC139|Winnebago|WI|GRB
055141|WIC141|Wood|WI|GRB
056001|WYC001|Albany|WY|CYS
056003|WYC003|Big Horn|WY|RIW
056005|WYC005|Campbell|WY|UNR
056007|WYC007|Carbon|WY|CYS
056009|WYC009|Converse|WY|CYS
056011|WYC011|Crook|WY|UNR
056013|WYC013|Fremont|WY|RIW
056015|WYC015|Goshen|WY|CYS
056017|WYC017|Hot Springs|WY|RIW
056019|WYC019|Johnson|WY|RIW
056021|WYC021|Laramie|WY|CYS
056023|WYC023|Lincoln|WY|RIW
056025|WYC025|Natrona|WY|RIW
056027|WYC027|Niobrara|WY|CYS
056029|WYC029|Park|WY|RIW
056031|WYC031|Platte|WY|CYS
056033|WYC033|Sheridan|WY|BYZ
056035|WYC035|Sublette|WY|RIW
056037|WYC037|Sweetwater|WY|RIW
056039|WYC039|Teton|WY|RIW
056041|WYC041|Uinta|WY|SLC
056043|WYC043|Washakie|WY|RIW
056045|WYC045|Weston|WY|UNR
060010|ASC010|Eastern|AS|PPG
060020|ASC020|Manu'a|AS|PPG
060030|ASC030|Rose Atoll|AS|PPG
060040|ASC040|Swains Island|AS|PPG
060050|ASC050|Western|AS|PPG
064001|FMC001|Pakin|FM|PQE
064002|FMC002|Chuuk Lagoon|FM|PQW
064005|FMC005|Kosrae|FM|PQE
064010|FMC010|Eauripik|FM|PQW
064020|FMC020|Kapingamarangi|FM|PQE
064030|FMC030|Fais|FM|PQW
064040|FMC040|Pohnpei|FM|PQE
064060|FMC060|Yap|FM|PQW
064070|FMC070|Oroluk|FM|PQE
064080|FMC080|Ngulu|FM|PQW
064090|FMC090|Pingelap|FM|PQE
064110|FMC110|Ulithi|FM|PQW
064120|FMC120|Woleai|FM|PQW
064350|FMC350|Fananu|FM|PQW
064410|FMC410|Losap|FM|PQW
064420|FMC420|Lukunoch|FM|PQW
064610|FMC610|Polowat|FM|PQW
064640|FMC640|Satawal|FM|PQW
066010|GUC010|Guam|GU|GUM
068010|MHC010|Ailinglaplap|MH|PQE
068040|MHC040|Arno|MH|PQE
068090|MHC090|Enewetak|MH|PQE
068120|MHC120|Jaluit|MH|PQE
068150|MHC150|Kwajalein|MH|PQE
068190|MHC190|Majuro|MH|PQE
068320|MHC320|Mili|MH|PQE
068390|MHC390|Ujae|MH|PQE
068410|MHC410|Utrok|MH|PQE
068430|MHC430|Wotje|MH|PQE
069085|MPC085|Agrihan|MP|GUM
069100|MPC100|Rota|MP|GUM
069110|MPC110|Saipan|MP|GUM
069120|MPC120|Tinian|MP|GUM
070004|PWC004|Airai|PW|PQW
070010|PWC010|Angaur|PW|PQW
070050|PWC050|Tobi|PW|PQW
070100|PWC100|Kayangel|PW|PQW
070150|PWC150|Koror|PW|PQW
070212|PWC212|Melekeok|PW|PQW
070350|PWC350|Peleliu|PW|PQW
070370|PWC370|Sonsorol|PW|PQW
072001|PRC001|Adjuntas|PR|SJU
072003|PRC003|Aguada|PR|SJU
072005|PRC005|Aguadilla|PR|SJU
072007|PRC007|Aguas Buenas|PR|SJU
072009|PRC009|Aibonito|PR|SJU
072011|PRC011|Anasco|PR|SJU
072013|PRC013|Arecibo|PR|SJU
072015|PRC015|Arroyo|PR|SJU
072017|PRC017|Barceloneta|PR|SJU
072019|PRC019|Barranquitas|PR|SJU
072021|PRC021|Bayamon|PR|SJU
072023|PRC023|Cabo Rojo|PR|SJU
072025|PRC025|Caguas|PR|SJU
072027|PRC027|Camuy|PR|SJU
072029|PRC029|Canovanas|PR|SJU
072031|PRC031|Carolina|PR|SJU
072033|PRC033|Catano|PR|SJU
072035|PRC035|Cayey|PR|SJU
072037|PRC037|Ceiba|PR|SJU
072039|PRC039|Ciales|PR|SJU
072041|PRC041|Cidra|PR|SJU
072043|PRC043|Coamo|PR|SJU
072045|PRC045|Comerio|PR|SJU
072047|PRC047|Corozal|PR|SJU
072049|PRC049|Culebra|PR|SJU
072051|PRC051|Dorado|PR|SJU
072053|PRC053|Fajardo|PR|SJU
072054|PRC054|Florida|PR|SJU
072055|PRC055|Guanica|PR|SJU
072057|PRC057|Guayama|PR|SJU
072059|PRC059|Guayanilla|PR|SJU
072061|PRC061|Guaynabo|PR|SJU
072063|PRC063|Gurabo|PR|SJU
072065|PRC065|Hatillo|PR|SJU
072067|PRC067|Hormigueros|PR|SJU
072069|PRC069|Humacao|PR|SJU
072071|PRC071|Isabela|PR|SJU
072073|PRC073|Jayuya|PR|SJU
072075|PRC075|Juana Diaz|PR|SJU
072077|PRC077|Juncos|PR|SJU
072079|PRC079|Lajas|PR|SJU
072081|PRC081|Lares|PR|SJU
072083|PRC083|Las Marias|PR|SJU
072085|PRC085|Las Piedras|PR|SJU
072087|PRC087|Loiza|PR|SJU
072089|PRC089|Luquillo|PR|SJU
072091|PRC091|Manati|PR|SJU
072093|PRC093|Maricao|PR|SJU
072095|PRC095|Maunabo|PR|SJU
072097|PRC097|Mayaguez|PR|SJU
072099|PRC099|Moca|PR|SJU
072101|PRC101|Morovis|PR|SJU
072103|PRC103|Naguabo|PR|SJU
072105|PRC105|Naranjito|PR|SJU
072107|PRC107|Orocovis|PR|SJU
072109|PRC109|Patillas|PR|SJU
072111|PRC111|Penuelas|PR|SJU
072113|PRC113|Ponce|PR|SJU
072115|PRC115|Quebradillas|PR|SJU
072117|PRC117|Rincon|PR|SJU
072119|PRC119|Rio Grande|PR|SJU
072121|PRC121|Sabana Grande|PR|SJU
072123|PRC123|Salinas|PR|SJU
072125|PRC125|San German|PR|SJU
072127|PRC127|San Juan|PR|SJU
072129|PRC129|San Lorenzo|PR|SJU
072131|PRC131|San Sebastian|PR|SJU
072133|PRC133|Santa Isabel|PR|SJU
072135|PRC135|Toa Alta|PR|SJU
072137|PRC137|Toa Baja|PR|SJU
072139|PRC139|Trujillo Alto|PR|SJU
072141|PRC141|Utuado|PR|SJU
072143|PRC143|Vega Alta|PR|SJU
072145|PRC145|Vega Baja|PR|SJU
072147|PRC147|Vieques|PR|SJU
072149|PRC149|Villalba|PR|SJU
072151|PRC151|Yabucoa|PR|SJU
072153|PRC153|Yauco|PR|SJU
078010|VIC010|Saint Croix|VI|SJU
078020|VIC020|Saint John|VI|SJU
078030|VIC030|Saint Thomas|VI|SJU
